id,predicted_price
2591820310,371671.97
7974200820,838913.06
7701450110,1067250.5
9522300010,2220320.8
9510861140,738058.06
1761300310,251201.81
7732410120,791735.0
7010701383,635000.4
291310170,413943.97
4232901990,552381.0
6840701125,708479.2
3971700580,426092.1
4202400078,248930.27
6064800090,376971.56
2626119028,249530.02
3303980660,1073705.0
862000020,985193.56
2386000070,941624.0
1138000450,368339.56
1775800420,455690.72
2291401425,399782.44
2025770560,1063967.4
3525069037,695106.9
9324800450,529902.0
8080400136,520629.78
8651540040,511597.22
9407001790,240504.34
1773101530,201297.14
9432900250,348844.66
1794500695,677822.2
2220069003,378810.97
923000120,501026.47
5728000060,541626.8
16000200,242845.67
1926059094,428843.28
6672900220,957170.6
3629860060,780192.25
1822069109,390340.62
6675500105,362944.94
249000180,1899250.2
226059065,486915.94
396100110,269715.78
9264450460,330069.78
7853361210,386141.38
9474700020,266849.34
421000455,242992.78
3755200220,396503.22
7960100075,459684.03
9477100490,419963.16
9138100350,787566.8
1624049275,452674.06
2770606890,505844.16
1157200189,437443.0
2770601800,535290.2
9301300805,545078.6
2325069032,1159389.9
1021079099,324719.3
7215730040,736188.94
1853200080,424558.7
3224600340,677387.8
3222049120,369842.66
2113700025,304023.56
7893207925,200826.77
3586501085,584896.7
8024200010,446789.1
7116500705,173866.45
1598600209,279485.4
7204200025,1023761.5
4206901505,595519.3
2937300440,900009.56
7205000180,321509.34
8718500665,377453.22
5318101765,921849.9
4122700020,995930.44
8078700020,496882.38
3303980680,987920.9
8924100372,1232157.1
2781270210,220514.38
519000043,542242.3
3225069301,1346614.2
151000075,822436.56
2297400020,425924.8
6617500085,661973.5
104510180,233146.03
3528900060,980665.5
3345100286,529707.1
1226039130,423274.38
8712100720,834219.2
3037200010,408772.5
3626039268,453032.62
104510230,234177.81
5112800060,409510.0
6072400280,635047.2
5317100570,1139077.8
9528102993,551365.75
2919201095,532128.1
6181400920,270333.22
185000161,233060.27
8691400010,801802.94
3345700165,495666.06
6151800486,227679.73
4340000080,1344269.2
4136960010,551384.7
3634100030,352715.97
1624059224,1097739.0
2788400090,274675.75
9828200762,431006.4
7524400250,558014.0
3528000290,717976.8
5700003630,2314667.5
2720069019,323846.88
7227501170,234019.44
2397101270,632982.2
6792100090,721902.5
2770602265,519824.56
3971700937,275244.75
422049203,224773.34
3076500830,300033.9
1423400260,302806.34
9161100795,468104.03
3126049052,514157.2
5100401468,400238.16
514500235,438281.84
1423200170,189443.03
1402100070,389778.25
624110020,723228.3
2407000145,209105.75
1890000225,838862.25
1320069271,310693.03
5490700085,358307.34
263000155,461614.34
3726800201,433536.62
5153200358,301812.53
2725079018,775579.7
7165700200,256490.39
9429000170,597678.75
8718500075,393276.56
1760650950,321470.84
1068000559,1266369.4
4113800500,645750.25
4077800507,555069.4
2725069150,717659.2
4008400035,679414.2
7016310270,437128.62
1432701230,223525.86
3278606050,386416.56
2473350710,393694.1
2185000685,191486.75
7792000025,370175.72
6868200029,498844.84
624069003,738196.06
7431500280,1013493.44
3296000040,544409.44
1118001215,1436162.4
6453900040,659199.06
333100209,716118.3
34001765,598226.75
8946700100,362188.66
5561401210,584144.3
6671900095,375881.28
3275850020,725290.06
3876300600,401235.0
1450900020,262933.66
8562780280,321547.0
7663700973,316473.38
2126049032,358330.1
1823059159,199170.81
3438503426,303391.34
9297301495,606256.6
7140700850,376936.3
7942601805,814211.44
2555900030,366451.66
2887970040,297602.3
7419700010,660837.4
2239000011,389873.7
9283800050,351126.2
9407001340,275526.84
217500140,535708.3
7212660520,252438.75
3298201170,357187.6
3057000400,277598.28
6865200444,465617.25
6071600340,504161.72
6821600005,725800.56
1235100371,698325.06
7796450340,331151.28
3603000410,179267.58
9297300255,523553.84
9126100850,554703.56
2770601462,544494.4
2599001500,221989.23
1102000095,741302.44
1853080640,915102.3
9551201585,1097241.1
3438500796,312423.22
7518504291,513870.47
9269200340,468230.0
715010130,1368021.5
1982201485,569136.5
9526500080,377358.25
9277200180,471067.75
6669150280,313927.34
8917100153,764406.44
3760500516,1099443.5
2725069050,931191.25
3332000091,320960.3
8562770080,576188.3
8151601190,257691.62
8563040160,585045.94
240000269,992971.9
4307350200,325883.94
1311910300,263338.28
3574900030,530071.5
7853230570,405794.12
320069049,342649.47
9839301060,684086.25
7011201333,686926.3
2781320100,287143.03
3421069120,431967.47
7852030320,446974.12
5316101075,2380920.5
5309100750,540365.94
629000730,778803.44
511700170,320139.94
1562100030,632462.0
2489200230,604611.7
524069116,475695.66
5315100737,961532.8
1868900675,832961.6
1608000120,371196.9
705700240,345419.22
7575600610,279509.62
1778500015,713888.44
5423500240,194862.34
6713700025,346237.94
2734100734,323570.94
301402280,217708.47
2113700205,257771.19
4114601570,3042283.5
3332000615,286119.6
3630050180,369324.94
6852700520,607023.4
6870310010,619096.2
6163900981,303647.66
393000142,394793.06
1771100130,366611.47
1442860160,391493.44
9191200435,557956.8
6788200800,981292.9
1115300070,690822.75
3176600105,771658.7
2770604665,655401.5
5469500580,436507.16
5680000545,460604.22
3424089119,535242.8
1328300180,314406.72
1773100922,357472.66
4123830480,314777.84
9808610190,951696.94
4250200140,267678.5
4217402115,3114177.0
3831250350,376181.8
2397101055,854688.6
6817850110,884800.56
7526800200,634048.3
7853370100,641788.8
2523089025,928195.8
9476200680,266281.94
5714200140,410524.56
3575304895,529174.94
263000018,420948.97
8080400177,553270.06
6450304130,305987.16
514500090,551513.9
9477000300,440443.06
853600310,1333150.6
1951600240,208400.28
1099900120,325247.2
5323100120,511358.88
1223089016,406304.22
522059172,242945.66
1930300190,767729.9
9542840410,299106.4
8665050530,506481.62
5592900205,364053.62
5450300010,586802.5
2459960030,333967.0
3331500455,538086.0
3432500705,406581.1
3702900165,340461.28
5249803550,624881.56
626049058,431526.3
1788900380,194473.12
8075400360,266993.9
9113200250,745052.2
2738640040,728789.94
7821200307,502168.4
3530440140,255387.44
3582700130,457762.62
9276200569,715641.1
7197800020,595589.9
686200490,537305.4
3501600100,383146.78
6383000690,678350.44
7604400150,369191.84
5249801411,659724.2
2607720420,434990.44
9561100010,378378.44
1796370590,259974.14
4077800593,384974.34
854000165,241993.95
5536100010,918497.0
4188000670,770863.9
31000165,1478827.2
662350050,913263.2
4137000280,278130.4
6169901130,996734.2
1953400510,258081.86
7518506716,1062069.9
1552520010,370485.28
7955080270,314400.9
9212900100,560328.94
3438500798,286001.2
7899800890,241396.44
4319200605,487305.28
1329300480,377889.1
8935100100,764126.94
5016001260,474363.38
4337600280,280576.47
1446401220,184447.1
7135521530,579752.7
6888900115,277046.6
2413301070,298551.2
345700040,256437.64
5566100145,432071.7
7634800070,390338.66
9346910500,647615.1
3529300060,318234.25
8128600060,938459.7
8572900275,196537.58
4139420590,1402996.4
9274200322,539013.4
1472700200,542218.0
8820903380,590451.1
8563010130,818820.3
8965450110,852103.8
9274204230,458668.8
8165501700,376027.7
2193340260,513008.06
1860600290,824768.06
1222000055,189629.4
2492200280,429359.28
2488200455,384246.9
809001520,1137514.0
1796361140,242325.89
6398000011,640138.1
6813600365,554723.7
7504100920,795040.6
8835770330,816143.1
524059322,996825.56
4307330280,397782.12
1245002952,1040081.06
2021069059,246565.23
5700000595,668983.8
3629970930,702508.0
3336002215,268794.28
5100401060,687309.9
3278600750,319136.88
1126069045,1050200.8
7568700175,319817.97
452001475,491822.28
9283800230,459018.53
1737300130,522048.8
6189600040,505174.7
3679400025,457506.53
1096100010,316403.56
9513900050,246978.27
5452800645,756192.94
273800100,231610.97
7228500037,490557.22
